ref	text	macula_lemma	macula_eng	macula_lxx_greek	hcb	cu2010s	cu2010t	rso94	sruv06	tbi	lsg10	rv09	tpb08	esvuk16	arbnav	tglulb	bsb	engulb	bbc
JER 28:5!14	יְהוָֽה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:6!2	יִרְמְיָ֣ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιας	Amin			Иеремия	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah		Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:6!7	יְהוָ֑ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:6!9	יְהוָה֙	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:6!17	יְהוָה֙	יהוה	LORD’s	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:6!20	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилона	toka Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:9!12	יְהוָ֖ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:10!2	חֲנַנְיָ֤ה	חֲנַנְיָ֫הוּ	Hananiah	ανανιας	Hananiya	哈拿尼雅	哈拿尼雅	Анания	Hanania	Hananya	Hanania	Hananías	hanania	Hananiah	حَنَنِيَّا		Hananiah	Hananiah	Hanania
JER 28:10!8	יִרְמְיָ֣ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιου	Irmiya	耶利米	耶利米	Иеремии	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:11!2	חֲנַנְיָה֩	חֲנַנְיָ֫הוּ	Hananiah	ανανιας		哈拿尼雅	哈拿尼雅	Анания	Naye Hanania	Hananya	Hanania	Hananías		Hananiah			Hananiah	Hananiah	Hanania
JER 28:11!9	יְהוָה֒	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:11!14	נְבֻֽכַדְנֶאצַּ֣ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar		Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносора	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرَ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 28:11!16	בָּבֶ֗ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:11!25	יִרְמְיָ֥ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιας	Irmiya	耶利米	耶利米	Иеремия	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:12!3	יְהוָ֖ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:12!5	יִרְמְיָ֑ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιαν	Irmiya	耶利米	耶利米	Иеремии	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:12!8	חֲנַנְיָ֤ה	חֲנַנְיָ֫הוּ	Hananiah	ανανιαν	Hananiya	哈拿尼雅	哈拿尼雅	Анания	Hanania	Hananya	Hanania	Hananías	hanania	Hananiah	حَنَنِيَّا		Hananiah	Hananiah	Hanania
JER 28:12!14	יִרְמְיָ֥ה	יִרְמְיָ֫הוּ	Jeremiah		Irmiya	耶利米	耶利米	Иеремии	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:13!4	חֲנַנְיָ֜ה	חֲנַנְיָ֫הוּ	Hananiah	ανανιαν	Hananiya	哈拿尼雅	哈拿尼雅	Анании	Hanania	Hananya	Hanania	Hananías	hanania	Hananiah	لِحَنَنِيَّا		Hananiah	Hananiah	Hanania
JER 28:13!8	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:14!4	יְהוָ֨ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:14!7	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel		Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 28:14!18	נְבֻכַדְנֶאצַּ֥ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar		Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносору	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	لِنَبُوخَذْنَاصَّرَ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 28:14!20	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонскому	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:15!2	יִרְמְיָ֧ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιας	Irmiya	耶利米	耶利米	Иеремия	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:15!5	חֲנַנְיָ֥ה	חֲנַנְיָ֫הוּ	Hananiah	ανανια	Hananiya	哈拿尼雅	哈拿尼雅	Анании	Hanania	Hananya	Hanania	Hananías	hanania	Hananiah	حَنَنِيَّا		Hananiah	Hananiah	Hanania
JER 28:15!9	חֲנַנְיָ֑ה	חֲנַנְיָ֫הוּ	Hananiah	’’	Hananiya	哈拿尼雅	哈拿尼雅	Анания	Hanania	Hananya	Hanania	Hananías	hanania	Hananiah	حَنَنِيَّا		Hananiah	Hananiah	Hanania
JER 28:15!12	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:16!4	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:16!17	יְהוָֽה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:17!2	חֲנַנְיָ֥ה	חֲנַנְיָ֫הוּ	Hananiah	’’	Hananiya	哈拿尼雅	哈拿尼雅	Анания	Hanania	Hananya	Hanania	Hananías Hananías	hanania	Hananiah	حَنَنِيَّا		Hananiah	Hananiah	Hanania
JER 29:1!6	יִרְמְיָ֥ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιας	Irmiya	耶利米	耶利米	Иеремия	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 29:1!8	ירוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		toka Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:1!22	נְבֽוּכַדְנֶאצַּ֛ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar	’’	Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносор	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرُ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 29:1!23	ירוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	’’	Urushalima	耶路撒冷	耶路撒冷		toka Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:2!3	יְכָנְיָֽה	יְכוֹנְיָה	Jeconiah	ιεξονιου	Yekoniya	耶哥尼雅	耶哥尼雅		Yekonia	Yekhonya		Jeconías	jehoiakin	Jeconiah	يَكُنْيَا	Jeconias	Jeconiah	Jehoiachin	Jekonya
JER 29:2!8	יְהוּדָ֧ה	יְהוּדָה	Judah		Yahuda	犹大	猶大	Иудеи	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 29:2!9	ירוּשָׁלִַ֛ם	יְרוּשָׁלִַ֫͏ם	Jerusalem		Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:2!12	ירוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:3!2	אֶלְעָשָׂ֣ה	אֶלְעָשָׂה	Elasah	ελεασα	Eleyasa	以利亚萨	以利亞薩	Елеасу	Elasa	Elasa	Eleasa	Elasa		Elasah		Elasa	Elasah	Elasah	Eleasa
JER 29:3!4	שָׁפָ֔ן	שָׁפָן	Shaphan	σαφαν		沙番	沙番	Сафанова	Shafani	Safan	Schaphan	Safán		Shaphan	شَافَانَ	Safan	Shaphan		Sapan
JER 29:3!5	גְמַרְיָ֖ה	גְּמַרְיָ֫הוּ	Gemariah	γαμαριου	Gemariya	基玛利	基瑪利	Гемарию	Gemaria		Guemaria	Gemarías		Gemariah	وَجَمَرْيَا	Gemarias	Gemariah	Gemariah	
JER 29:3!7	חִלְקִיָּ֑ה	חִלְקִיָּהוּ	Hilkiah	ξελκιου	Hilkiya	希勒家	希勒家	Хелкиина	Hilkia	Hilkia	Hilkija	Hilcías		Hilkiah	حَلْقِيَا	Hilkias	Hilkiah	Hilkiah	Hilkia
JER 29:3!10	צִדְקִיָּ֣ה	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιας		西底家	西底家	Седекия	Sedekia	Zedekia	Sédécias	Sedequías		Zedekiah	صِدْقِيَّا	Zedekias	Zedekiah	Zedekiah	Sedekia
JER 29:3!12	יְהוּדָ֗ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейский	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 29:3!14	נְבוּכַדְנֶאצַּ֛ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar		Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносору	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرَ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 29:3!16	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилон	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 29:4!3	יְהוָ֥ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:4!6	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 29:4!11	ירוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		toka Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:7!12	יְהוָ֑ה	יהוה	LORD	κύριον	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ		LORD		Jahowa
JER 29:8!4	יְהוָ֤ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:8!7	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel		Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 29:9!10	יְהוָֽה	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:10!4	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:10!8	בָבֶ֛ל	בָּבֶ֫ל	Babylon	βαβυλῶνι	Babilon	巴比伦	巴比倫	Вавилоне	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 29:11!11	יְהוָ֑ה	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:14!4	יְהוָה֒	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:14!20	יְהוָ֑ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová		LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:15!5	יְהוָ֛ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Dieu	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:16!4	יְהוָ֗ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:16!10	דָוִ֔ד	דָּוִד	David	’’	Dawuda	大卫	大衛	Давидовом	Daudi	Daud	David	David		David	دَاوُدَ	David	David	David	Daud
JER 29:17!3	יְהוָ֣ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD		Yahweh	LORD	Yahweh	ni
JER 29:19!8	יְהוָ֑ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:19!20	יְהוָֽה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová		LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:20!4	יְהוָ֑ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:20!9	ירוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	’’	Urushalima	耶路撒冷	耶路撒冷		toka Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:21!3	יְהוָ֨ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:21!6	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel		Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 29:21!8	אַחְאָ֤ב	אַחְאָב	Ahab	αξιαβ	Ahab	亚哈	亞哈	Ахаве	Ahabu	Ahab	Achab	Acab	ahap	Ahab	أَخْآبَ	Ahab	Ahab	Ahab	Ahab
JER 29:21!10	קֽוֹלָיָה֙	קוֹלָיָה	Kolaiah		Kolahiya	哥赖雅	哥賴雅	Колии	Kolaya	Kolaya	Kolaja	Colaías	kolaia	Kolaiah	قُولاَيَا	Kolaias	Kolaiah	Kolaiah	Kolaia
JER 29:21!12	צִדְקִיָּ֣הוּ	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιαν		西底家	西底家	Седекии	Sedekia	Zedekia	Sédécias	Sedequías		Zedekiah	صِدْقِيَّا	Zedekias	Zedekiah	Zedekiah	Sedekia
JER 29:21!14	מַֽעֲשֵׂיָ֔ה	מַעֲשֵׂיָהוּ	Maaseiah		Ma’asehiya	玛西雅	瑪西雅	Маасеи	Maaseya	Maaseya	Maaséja	Maasías		Maaseiah	مَعْسِيَّا		Maaseiah	Maaseiah	Maaslia
JER 29:21!23	נְבֽוּכַדְרֶאצַּ֣ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar		Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносора	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرَ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 29:21!25	בָּבֶ֔ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 29:22!6	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейскими	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 29:22!8	בָבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνι	Babilon	巴比伦	巴比倫	Вавилоне	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 29:22!11	יְהוָה֙	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
JER 29:22!12	צִדְקִיָּ֣הוּ	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιαν		西底家	西底家	Седекии	Sedekia	Zedekia	Sédécias	Sedequías		Zedekiah	صِدْقِيَّا	Zedekias	Zedekiah	Zedekiah	Sedekia
JER 29:22!13	אֶחָ֔ב	אַחְאָב	Ahab	αξιαβ	Ahab	亚哈	亞哈	Ахаву	Ahabu	Ahab	Achab	Acab	ahap	Ahab	وَأَخَآبَ	Ahab	Ahab	Ahab	Ahab
JER 29:22!17	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫		Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 29:23!5	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израиле	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 29:23!23	יְהוָֽה	יהוה	LORD	κύριος					BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:24!2	שְׁמַעְיָ֥הוּ	שְׁמַעְיָ֫הוּ	Shemaiah	σαμαιαν	Shemahiya	示玛雅	示瑪雅	Шемаии	Shemaya	Semaya	Schemaeja	Semaías		Shemaiah	لِشِمْعِيَا	Semaias	Shemaiah	Shemaiah	Semaya
JER 29:25!3	יְהוָ֧ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:25!6	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	’’	Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 29:25!18	ירוּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	’’	Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 29:25!20	צְפַנְיָ֤ה	צְפַנְיָהוּ	Zephaniah	σοφονιαν		西番雅	西番雅	Софонии	Sefania	Zefanya	Sophonie	Sofonías	sefanaia	Zephaniah	صَفَنْيَا	Zefanias	Zephaniah	Zephaniah	Sepania
JER 29:25!22	מַֽעֲשֵׂיָה֙	מַעֲשֵׂיָהוּ	Maaseiah	μαασαιου	Ma’asehiya	玛西雅	瑪西雅	Маасеи	Maaseya	Maaseya	Maaséja	Maasías		Maaseiah	مَعْسِيَّا		Maaseiah	Maaseiah	Maaseya
JER 29:26!1	יְהוָ֞ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:26!5	יְהוֹיָדָ֣ע	יְהוֹיָדָע	Jehoiada	ιωδαε	Yehohiyada	耶何耶大	耶何耶大	Иодая	Yehoyada	Yoyada	Jehojada	Joiada	jehoiada	Jehoiada	يَهُويَادَاعَ	Joiada	Jehoiada	Jehoiada	Joiada
JER 29:26!10	יְהוָ֔ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:27!5	יִרְמְיָ֖הוּ	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιαν	Irmiya	耶利米	耶利米	Иеремии	Yeremia		Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	
JER 29:28!6	בָּבֶ֥ל	בָּבֶ֫ל	Babylon	βαβυλῶνα	Babilon	巴比伦	巴比倫	Вавилон	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 29:29!2	צְפַנְיָ֥ה	צְפַנְיָהוּ	Zephaniah	σοφονιας		西番雅	西番雅	Софония	Sefania	Zefanya	Sophonie	Sofonías	sefanaia	Zephaniah	صَفَنْيَا	Zefanias	Zephaniah	Zephaniah	Sepania
JER 29:29!8	יִרְמְיָ֥הוּ	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιου	Irmiya	耶利米	耶利米	Иеремии	mwa Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 29:30!3	יְהוָ֔ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:30!5	יִרְמְיָ֖הוּ	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιαν	Irmiya	耶利米	耶利米	Иеремии	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 29:31!8	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:31!10	שְׁמַעְיָ֖ה	שְׁמַעְיָ֫הוּ	Shemaiah	σαμαιαν	Shemahiya	示玛雅	示瑪雅	Шемаии	Shemaya	Semaya	Schemaeja	Semaías		Shemaiah	شِمْعِيَا	Semaias	Shemaiah	Shemaiah	Semaya
JER 29:31!16	שְׁמַעְיָ֗ה	שְׁמַעְיָ֫הוּ	Shemaiah	σαμαιας	Shemahiya	示玛雅	示瑪雅	Шемаия	Shemaya	Semaya	Schemaeja	Semaías		Shemaiah	شِمْعِيَا	Semaias	Shemaiah	Shemaiah	Semaya
JER 29:32!4	יְהוָ֗ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:32!8	שְׁמַעְיָ֣ה	שְׁמַעְיָ֫הוּ	Shemaiah	σαμαιαν	Shemahiya	示玛雅	示瑪雅	Шемаию	Shemaya	Semaya	Schemaeja	Semaías		Shemaiah	شِمْعِيَا	Semaias	Shemaiah	Shemaiah	Semaya
JER 29:32!28	יְהוָ֑ה	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 29:32!33	יְהוָֽה	יהוה	Lord	’’		耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 30:1!5	יִרְמְיָ֔הוּ	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιαν	Irmiya	耶利米	耶利米	Иеремии	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 30:1!7	יְהוָ֖ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 30:2!3	יְהוָ֛ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
